kernel,accuracy,precision,sensitivity,specificity,f1Score,aucpr,iteration
Linear-PCA,0.8,0.5,0.01,0.9975,0.0196078431372549,0.317806950776473,90
RBF-PCA,0.8,NaN,0,1,0,0.308477041106628,90
Linear-PCA,0.796,0,0,0.995,0,0.256108300118963,91
RBF-PCA,0.8,NaN,0,1,0,0.248941606094276,91
Linear-PCA,0.798,0,0,0.9975,0,0.253589695009115,92
RBF-PCA,0.8,NaN,0,1,0,0.27159278749078,92
Linear-PCA,0.8,NaN,0,1,0,0.303022812544749,93
RBF-PCA,0.8,NaN,0,1,0,0.280200220296653,93
Linear-PCA,0.8,NaN,0,1,0,0.241043728588216,94
RBF-PCA,0.8,NaN,0,1,0,0.266543163602663,94
Linear-PCA,0.8,NaN,0,1,0,0.245972598005823,95
RBF-PCA,0.8,NaN,0,1,0,0.280793560529985,95
Linear-PCA,0.8,NaN,0,1,0,0.258373799856866,96
RBF-PCA,0.8,NaN,0,1,0,0.280045498975465,96
Linear-PCA,0.8,NaN,0,1,0,0.298949899479411,97
RBF-PCA,0.8,NaN,0,1,0,0.320496728216086,97
Linear-PCA,0.8,NaN,0,1,0,0.273578226023843,98
RBF-PCA,0.8,NaN,0,1,0,0.26914996102611,98
Linear-PCA,0.8,0.5,0.01,0.9975,0.0196078431372549,0.259018904031247,99
RBF-PCA,0.8,NaN,0,1,0,0.246799999044032,99
Linear-PCA,0.802,1,0.01,1,0.0198019801980198,0.506601655302023,100
RBF-PCA,0.802,1,0.01,1,0.0198019801980198,0.446925764236045,100
